Location,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,Location
Yalbac 604 H,604,H,40,Gray-headed Dove,1,2016,2,6,12.24,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,84,Gray-headed Dove,1,2016,2,19,11.16,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,77,Great Curassow,1,2016,2,16,9.41,male,scoutguard,Laguna Seca
Yalbac 604 H,604,H,95,Great Curassow,1,2016,2,23,10.5,female bird,scoutguard,Laguna Seca
Yalbac 604 H,604,H,25,Great Tinamou,1,2016,1,22,6.38,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,28,Great Tinamou,1,2016,1,26,17.37,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,46,Great Tinamou,1,2016,2,7,12.55,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,16,Puma,2,2016,1,16,17.07,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,66,Puma,1,2016,2,13,6.21,tail only,scoutguard,Laguna Seca
Yalbac 604 H,604,H,19,Ruddy Quail Dove ,1,2016,1,18,9.55,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,36,Ruddy Quail Dove ,1,2016,1,31,7.34,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,88,unknown,1,2016,2,20,8.08,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,22,White-nosed Coati,1,2016,1,20,9.27,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,5,White-tailed Deer,1,2016,1,11,1.31,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,38,White-tailed Deer,1,2016,2,4,7.23,Male,scoutguard,Laguna Seca
Yalbac 604 H,604,H,92,White-tailed Deer,1,2016,2,23,7.53,,scoutguard,Laguna Seca
Yalbac 604 H,604,H,31,Wood Thrush,1,2016,1,27,6.14,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3865,Agouti,1,2016,6,6,5.37,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,532,Gray fox,1,2016,5,6,11.57,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1744,Gray fox,1,2016,5,20,1.31,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,2235,Gray fox,1,2016,5,24,0.2,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,2237,Gray fox,1,2016,5,24,1.51,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3355,Gray fox,1,2016,5,30,4.19,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3447,Gray fox,1,2016,5,31,6.57,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3866,Gray fox,1,2016,6,7,11.53,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,52,Great Curassow,1,2016,4,22,7.36,Female,scoutguard,Laguna Seca
Yalbac 604 I,604,I,126,Great Curassow,1,2016,4,24,15.09,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,970,Great Curassow,1,2016,5,12,17.44,Male,scoutguard,Laguna Seca
Yalbac 604 I,604,I,972,Great Curassow,1,2016,5,13,7.39,Female,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1633,Great Curassow,1,2016,5,18,6.17,Female,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3873,Great Curassow,1,2016,6,9,7.7,Female,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3876,Great Curassow,1,2016,6,9,10.49,Male,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1745,Ocellated Turkey,1,2016,5,20,8.27,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1778,Ocellated Turkey,1,2016,5,21,8.01,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,2839,Ocellated Turkey,1,2016,5,26,15.5,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3835,Ocellated Turkey,2,2016,6,4,15.33,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3856,Ocellated Turkey,2,2016,6,4,17.25,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3909,Ocellated Turkey,1,2016,6,10,15.52,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,58,Puma,1,2016,4,22,9.3,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3870,Puma,1,2016,6,8,8.17,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,55,Red Brocket Deer,1,2016,4,22,9.24,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,123,Red Brocket Deer,1,2016,4,24,13.35,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,526,Red Brocket Deer,1,2016,5,5,11.4,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,529,Red Brocket Deer,1,2016,5,6,6.15,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3446,Striped Hog-nosed Skunk,1,2016,5,31,4.31,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3869,Striped Hog-nosed Skunk,1,2016,6,8,3.07,,scoutguard,Laguna Seca
Yalbac 604 I,604,I,121,White-tailed Deer,3,2016,4,24,12.34,Female and 2 fawns,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1769,White-tailed Deer,3,2016,5,20,12.36,Female and 2 fawns,scoutguard,Laguna Seca
Yalbac 604 I,604,I,1775,White-tailed Deer,3,2016,5,21,5.29,Female and 2 fawns,scoutguard,Laguna Seca
Yalbac 604 I,604,I,3832,White-tailed Deer,3,2016,6,3,13.43,Female and 2 fawns,scoutguard,Laguna Seca
Yalbac 604 J,603,J,311,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,325,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,334,Agouti,1,2016,8,4,day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,337,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,406,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,499,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,541,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,565,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,605,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,650,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,457,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,478,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,526,Agouti,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,67,Agouti,1,2016,7,15,6.58,,,Laguna Seca
Yalbac 604 J,603,J,85,Agouti,1,2016,7,17,16.49,,,Laguna Seca
Yalbac 604 J,603,J,109,Agouti,1,2016,7,18,14.49,,,Laguna Seca
Yalbac 604 J,603,J,112,Agouti,1,2016,7,19,8.39,,,Laguna Seca
Yalbac 604 J,603,J,145,Agouti,1,2016,7,22,9.18,,,Laguna Seca
Yalbac 604 J,603,J,163,Agouti,1,2016,7,23,13.51,,,Laguna Seca
Yalbac 604 J,603,J,169,Agouti,1,2016,7,25,15.33,,,Laguna Seca
Yalbac 604 J,603,J,184,Agouti,1,2016,7,25,17.26,,,Laguna Seca
Yalbac 604 J,603,J,187,Agouti,1,2016,7,25,18.15,,,Laguna Seca
Yalbac 604 J,603,J,190,Agouti,1,2016,7,26,5.44,,,Laguna Seca
Yalbac 604 J,603,J,196,Agouti,1,2016,7,26,9.47,,,Laguna Seca
Yalbac 604 J,603,J,199,Agouti,1,2016,7,26,16.29,,,Laguna Seca
Yalbac 604 J,603,J,202,Agouti,1,2016,7,27,7.11,,,Laguna Seca
Yalbac 604 J,603,J,214,Agouti,1,2016,7,30,8.38,,,Laguna Seca
Yalbac 604 J,603,J,217,Agouti,1,2016,7,31,15.17,,,Laguna Seca
Yalbac 604 J,603,J,223,Agouti,1,2016,8,1,8.36,,,Laguna Seca
Yalbac 604 J,603,J,241,Agouti,1,2016,8,2,7.28,,,Laguna Seca
Yalbac 604 J,603,J,244,Agouti,1,2016,8,2,9.41,,,Laguna Seca
Yalbac 604 J,603,J,250,Agouti,1,2016,8,2,14.32,,,Laguna Seca
Yalbac 604 J,603,J,259,Agouti,1,2016,8,3,6.55,,,Laguna Seca
Yalbac 604 J,603,J,271,Agouti,1,2016,8,3,10.01,,,Laguna Seca
Yalbac 604 J,603,J,640,Baird's Tapir,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,34,Common Opossum,1,2016,7,9,23.56,,,Laguna Seca
Yalbac 604 J,603,J,64,Crested guan,2,2016,7,14,17.54,,,Laguna Seca
Yalbac 604 J,603,J,91,Crested guan,4,2016,7,18,7.18,,,Laguna Seca
Yalbac 604 J,603,J,286,Gray fox,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,439,Gray fox,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,580,Gray fox,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,610,Gray fox,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,10,Gray fox,1,2016,7,7,19.16,,,Laguna Seca
Yalbac 604 J,603,J,82,Gray fox,1,2016,7,15,18.59,,,Laguna Seca
Yalbac 604 J,603,J,88,Gray fox,1,2016,7,17,22.25,,,Laguna Seca
Yalbac 604 J,603,J,133,Gray fox,1,2016,7,19,13.15,,,Laguna Seca
Yalbac 604 J,603,J,136,Gray fox,2,2016,7,21,11.04,,,Laguna Seca
Yalbac 604 J,603,J,166,Gray fox,1,2016,7,25,10.05,,,Laguna Seca
Yalbac 604 J,603,J,208,Gray fox,1,2016,7,29,19.1,,,Laguna Seca
Yalbac 604 J,603,J,475,Great Curassow,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,1,Great Curassow,1,2016,7,6,7.32,,,Laguna Seca
Yalbac 604 J,603,J,19,Great Curassow,1,2016,7,8,7.21,,,Laguna Seca
Yalbac 604 J,603,J,28,Great Curassow,1,2016,7,9,8.33,,,Laguna Seca
Yalbac 604 J,603,J,37,Great Curassow,1,2016,7,11,13.18,,,Laguna Seca
Yalbac 604 J,603,J,40,Great Curassow,1,2016,7,12,9.58,,,Laguna Seca
Yalbac 604 J,603,J,46,Great Curassow,1,2016,7,13,6.17,,,Laguna Seca
Yalbac 604 J,603,J,49,Great Curassow,1,2016,7,13,16.29,,,Laguna Seca
Yalbac 604 J,603,J,55,Great Curassow,1,2016,7,14,5.29,,,Laguna Seca
Yalbac 604 J,603,J,58,Great Curassow,1,2016,7,14,11.48,,,Laguna Seca
Yalbac 604 J,603,J,61,Great Curassow,1,2016,7,14,13.48,,,Laguna Seca
Yalbac 604 J,603,J,160,Great Curassow,1,2016,7,23,5.32,,,Laguna Seca
Yalbac 604 J,603,J,226,Great Curassow,2,2016,8,2,7.06,,,Laguna Seca
Yalbac 604 J,603,J,247,Great Curassow,1,2016,8,2,9.52,,,Laguna Seca
Yalbac 604 J,603,J,256,Great Curassow,1,2016,8,2,16.59,,,Laguna Seca
Yalbac 604 J,603,J,124,Ocellated Turkey,3,2016,7,19,12.43,,,Laguna Seca
Yalbac 604 J,603,J,194,Ocelot,1,2016,7,26,6.29,,,Laguna Seca
Yalbac 604 J,603,J,205,Paca,1,2016,7,27,22.04,,,Laguna Seca
Yalbac 604 J,603,J,307,Puma,1,2016,8,4,Night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,451,Puma,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,454,Puma,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,619,Puma,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,31,Puma,1,2016,7,9,16.49,,,Laguna Seca
Yalbac 604 J,603,J,211,Puma,1,2016,7,30,6.51,,,Laguna Seca
Yalbac 604 J,603,J,277,Puma,1,2016,8,3,17.59,,,Laguna Seca
Yalbac 604 J,603,J,220,Racoon,1,2016,8,1,4.28,,,Laguna Seca
Yalbac 604 J,603,J,121,White-nosed Coati,1,2016,7,19,11.34,,,Laguna Seca
Yalbac 604 J,603,J,292,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,396,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,405,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,417,White-tailed Deer,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,442,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,519,White-tailed Deer,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,521,White-tailed Deer,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,529,White-tailed Deer,2,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,550,White-tailed Deer,1,2016,8,4,night,Date not working,,Laguna Seca
Yalbac 604 J,603,J,553,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,569,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,571,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,586,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,616,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,625,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,628,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,634,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,637,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,457,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,472,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,484,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,487,White-tailed Deer,1,2016,8,4,Day,Date not working,,Laguna Seca
Yalbac 604 J,603,J,73,White-tailed Deer,2,2016,7,15,14.33,,,Laguna Seca
Yalbac 604 J,603,J,103,White-tailed Deer,1,2016,7,18,9.5,,,Laguna Seca
Yalbac 604 J,603,J,118,White-tailed Deer,1,2016,7,19,11.03,,,Laguna Seca
Yalbac 604 J,603,J,148,White-tailed Deer,2,2016,7,22,16.05,,,Laguna Seca
Yalbac 604 J,603,J,274,White-tailed Deer,1,2016,8,3,17.07,,,Laguna Seca
Yalbac 604 J,603,J,280,White-tailed Deer,1,2016,8,3,21.02,,,Laguna Seca
Yalbac 604 K,604,K,61,Agouti,1,2016,10,11,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,67,Agouti,1,2016,10,13,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,73,Agouti,1,2016,10,17,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,85,Agouti,1,2016,10,19,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,91,Baird's Tapir,1,2016,10,21,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,112,Baird's Tapir,1,2016,10,27,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,97,Common Opossum,1,2016,10,23,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,115,Common Opossum,1,2016,10,28,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,52,Gray fox,1,2016,9,31,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,94,Gray fox,1,2016,10,22,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,103,Gray fox,1,2016,10,24,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,124,Great Curassow,1,2016,10,30,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,121,Jaguar,1,2016,10,29,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,106,Ocelot,1,2016,10,25,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,109,Puma,1,2016,10,26,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,13,Tayra,1,2016,9,11,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,27,White-tailed Deer,1,2016,9,12,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,37,White-tailed Deer,1,2016,9,22,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,40,White-tailed Deer,1,2016,9,23,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,43,White-tailed Deer,1,2016,9,30,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,55,White-tailed Deer,1,2016,10,4,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,58,White-tailed Deer,1,2016,10,11,Day,Date not working,,Laguna Seca
Yalbac 604 K,604,K,64,White-tailed Deer,1,2016,10,12,night,Date not working,,Laguna Seca
Yalbac 604 K,604,K,70,White-tailed Deer,1,2016,10,16,night,Date not working,,Laguna Seca
Yalbac 605 H,605,H,22,Collared Pecary,1,2016,1,12,3.14,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,31,Crested Guan,1,2016,1,16,7.42,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,37,Crested Guan,2,2016,1,16,10.54,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,40,Crested Guan,1,2016,1,16,2.36,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,43,Crested Guan,1,2016,1,16,5.25,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,46,Crested Guan,1,2016,1,17,8.08,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,49,Crested Guan,1,2016,1,17,8.59,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,52,Crested Guan,1,2016,1,17,9.57,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,58,Crested Guan,1,2016,1,17,1.31,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,61,Crested Guan,1,2016,1,17,1.53,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,66,Crested Guan,1,2016,1,17,3.29,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,67,Crested Guan,1,2016,1,17,3.3,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,75,Gray fox,1,2016,1,18,6.19,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,28,Jaguar,1,2016,1,14,1.29,,Moultrie Cam,Laguna Seca
Yalbac 605 H,605,H,69,Ocellated Turkey,1,2016,1,17,4.01,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,252,Agouti,1,2016,7,1,16.31,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,34,Gray fox,1,2016,5,4,11.11,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,73,Gray fox,1,2016,5,23,5.12,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,154,Gray fox,1,2016,6,7,12.33,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,172,Gray fox,1,2016,6,10,13,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,226,Gray fox,1,2016,6,25,10.56,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,229,Gray fox,1,2016,6,25,11.44,Defecating,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,235,Gray fox,1,2016,6,26,3.37,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,241,Gray fox,1,2016,6,29,7.23,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,25,Great Curassow,2,2016,4,29,6.46,pair,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,28,Great Curassow,1,2016,5,1,10.41,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,196,Great Curassow,1,2016,6,18,6.25,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,199,Great Curassow,1,2016,6,18,6.26,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,211,Great Curassow,2,2016,6,20,8.45,Pair,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,220,Great Curassow,1,2016,6,23,11.13,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,232,Great Curassow,1,2016,6,25,14.22,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,244,Great Curassow,1,2016,6,29,8.09,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,247,Great Curassow,1,2016,6,29,10.03,Female,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,265,Great Curassow,1,2016,7,3,11.36,Female,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,271,Great Curassow,1,2016,7,4,13.58,Female,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,274,Great Curassow,1,2016,7,5,6.08,Male,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,16,Ocellated Turkey,1,2016,4,22,12.08,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,52,Ocellated Turkey,1,2016,5,13,9.59,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,61,Ocellated Turkey,1,2016,5,19,17.31,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,64,Ocellated Turkey,1,2016,5,22,12.04,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,79,Ocellated Turkey,1,2016,5,24,16.26,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,85,Ocellated Turkey,1,2016,5,24,17.18,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,109,Ocellated Turkey,1,2016,5,31,18.36,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,115,Ocellated Turkey,1,2016,6,1,7.46,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,124,Ocellated Turkey,2,2016,6,3,10.22,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,133,Ocellated Turkey,2,2016,6,5,12.54,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,190,Ocellated Turkey,1,2016,6,14,18.26,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,202,Ocellated Turkey,1,2016,6,18,8.53,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,205,Ocellated Turkey,1,2016,6,18,18.51,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,262,Ocellated Turkey,1,2016,7,3,9.58,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,19,Ocelot,1,2016,4,27,22.39,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,40,Ocelot,1,2016,5,9,20.55,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,46,Ocelot,1,2016,5,9,21.17,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,49,Ocelot,1,2016,5,13,2.47,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,166,Ocelot,1,2016,6,9,22.52,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,170,Ocelot,1,2016,6,10,4.28,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,181,Ocelot,1,2016,6,14,0.43,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,145,Paca,1,2016,6,6,3.3,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,13,Puma,1,2016,4,22,10.56,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,55,Red Brocket Deer,1,2016,5,14,18.58,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,88,Red Brocket Deer,1,2016,5,26,12.5,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,121,Red Brocket Deer,1,2016,6,2,4.04,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,76,White-tailed Deer,1,2016,5,23,7.15,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,100,White-tailed Deer,1,2016,5,27,6.34,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,103,White-tailed Deer,1,2016,5,27,7.3,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,106,White-tailed Deer,1,2016,5,30,10.07,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,127,White-tailed Deer,1,2016,6,4,11.22,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,148,White-tailed Deer,1,2016,6,6,9.4,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,158,White-tailed Deer,1,2016,6,9,7,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,160,White-tailed Deer,1,2016,6,9,11.03,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,175,White-tailed Deer,1,2016,6,11,13.45,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,178,White-tailed Deer,1,2016,6,12,15.55,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,187,White-tailed Deer,1,2016,6,14,18.15,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,193,White-tailed Deer,1,2016,6,15,9.54,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,223,White-tailed Deer,1,2016,6,24,9.43,,Moultrie Cam,Laguna Seca
Yalbac 605 I,605,I,256,White-tailed Deer,1,2016,7,1,18.01,,Moultrie Cam,Laguna Seca
Yalbac 605 J,605,J,61,Common Opossum,1,2016,7,13,23.21,,,Laguna Seca
Yalbac 605 J,605,J,169,Crested guan,1,2016,7,31,9.36,,,Laguna Seca
Yalbac 605 J,605,J,31,Gray fox,1,2016,7,8,14.22,,,Laguna Seca
Yalbac 605 J,605,J,49,Gray fox,1,2016,7,12,8.49,,,Laguna Seca
Yalbac 605 J,605,J,55,Gray fox,1,2016,7,12,21.54,,,Laguna Seca
Yalbac 605 J,605,J,58,Gray fox,1,2016,7,13,20.21,,,Laguna Seca
Yalbac 605 J,605,J,70,Gray fox,1,2016,7,15,4.2,,,Laguna Seca
Yalbac 605 J,605,J,91,Gray fox,1,2016,7,17,21.51,,,Laguna Seca
Yalbac 605 J,605,J,100,Gray fox,1,2016,7,18,21.17,,,Laguna Seca
Yalbac 605 J,605,J,115,Gray fox,1,2016,7,22,5.24,,,Laguna Seca
Yalbac 605 J,605,J,130,Gray fox,1,2016,7,23,2.11,,,Laguna Seca
Yalbac 605 J,605,J,136,Gray fox,1,2016,7,25,5.49,,,Laguna Seca
Yalbac 605 J,605,J,142,Gray fox,1,2016,7,26,1.59,,,Laguna Seca
Yalbac 605 J,605,J,154,Gray fox,1,2016,7,29,0.29,,,Laguna Seca
Yalbac 605 J,605,J,166,Gray fox,1,2016,7,29,9.2,,,Laguna Seca
Yalbac 605 J,605,J,208,Gray fox,1,2016,8,1,8.01,,,Laguna Seca
Yalbac 605 J,605,J,250,Gray fox,1,2016,8,9,4.09,,,Laguna Seca
Yalbac 605 J,605,J,253,Gray fox,1,2016,8,9,16.5,,,Laguna Seca
Yalbac 605 J,605,J,277,Gray fox,1,2016,8,12,10.38,,,Laguna Seca
Yalbac 605 J,605,J,283,Gray fox,1,2016,8,15,10.22,,,Laguna Seca
Yalbac 605 J,605,J,298,Gray fox,1,2016,8,18,11.3,,,Laguna Seca
Yalbac 605 J,605,J,304,Gray fox,1,2016,8,21,1.36,,,Laguna Seca
Yalbac 605 J,605,J,322,Gray fox,1,2016,9,2,11.31,,,Laguna Seca
